1675989900,530355.0,0.0,0.0,0.0,56879.0,40907.0,6897.0,8590103.0
1675989905,643914.0,0.0,0.0,0.0,63815.0,42611.0,7551.0,13035490.0
1675989910,807712.0,0.0,0.0,0.0,70110.0,49922.0,8373.0,11283117.0
1675989915,876921.0,0.0,0.0,0.0,67207.0,52780.0,8197.0,19208053.0
1675989920,786456.0,0.0,0.0,0.0,57478.0,50345.0,7133.0,8329350.0
1675989925,626299.0,0.0,0.0,0.0,50930.0,42108.0,6305.0,5588044.0
1675989930,700948.0,0.0,0.0,0.0,57798.0,38012.0,7130.0,8289241.0
1675989935,641553.0,0.0,0.0,0.0,55390.0,38278.0,6842.0,5526136.0
1675989940,551926.0,0.0,0.0,0.0,48909.0,38460.0,6053.0,7890463.0
1675989945,490388.0,0.0,0.0,0.0,52879.0,38161.0,6448.0,6676445.0
1675989950,449141.0,0.0,0.0,0.0,44459.0,39920.0,5552.0,6607390.0
1675989955,470581.0,0.0,0.0,0.0,50696.0,39272.0,6299.0,6594737.0
1675989960,458198.0,0.0,0.0,0.0,51226.0,39973.0,6259.0,8344858.0
1675989965,483719.0,0.0,0.0,0.0,51136.0,40736.0,6292.0,8491399.0
1675989970,493376.0,0.0,0.0,0.0,52414.0,39754.0,6351.0,7844083.0
1675989975,529170.0,0.0,0.0,0.0,56251.0,38317.0,6714.0,12202179.0
1675989980,475375.0,0.0,0.0,0.0,51245.0,41975.0,6250.0,7499307.0
1675989985,536573.0,0.0,0.0,0.0,52706.0,41566.0,6515.0,8234124.0
1675989990,420704.0,0.0,0.0,0.0,44533.0,36634.0,5536.0,4894265.0
1675989995,452167.0,0.0,0.0,0.0,48251.0,34795.0,5970.0,8654777.0
1675990000,399301.0,0.0,0.0,0.0,42350.0,32596.0,5384.0,5486135.0
1675990005,437597.0,0.0,0.0,0.0,48522.0,33815.0,5937.0,8558977.0
1675990010,478835.0,0.0,0.0,0.0,48028.0,35306.0,5884.0,6098137.0
1675990015,456364.0,0.0,0.0,0.0,44820.0,34130.0,5595.0,8316560.0
1675990020,457503.0,0.0,0.0,0.0,47795.0,34721.0,5882.0,5801957.0
1675990025,604150.0,0.0,0.0,0.0,59094.0,35912.0,7187.0,10077899.0
1675990030,706364.0,0.0,0.0,0.0,75138.0,35335.0,8827.0,7454490.0
1675990035,635046.0,0.0,0.0,0.0,64340.0,36821.0,7542.0,13699120.0
1675990040,497329.0,0.0,0.0,0.0,55615.0,34274.0,6677.0,7487331.0
1675990045,480946.0,5.0,0.0,0.0,49225.0,33756.0,6122.0,7260789.0
1675990050,507318.0,9.0,0.0,0.0,50227.0,36084.0,6170.0,7428551.0
1675990055,468907.0,9.0,0.0,0.0,48410.0,32944.0,5958.0,6552547.0
1675990060,527189.0,7.0,0.0,0.0,54972.0,36451.0,6779.0,7511443.0
1675990065,411385.0,0.0,0.0,0.0,43226.0,40041.0,5457.0,7814966.0
1675990070,452958.0,10.0,0.0,0.0,45359.0,40950.0,5639.0,5252107.0
1675990075,474076.0,1.0,0.0,0.0,48272.0,37019.0,6089.0,7743220.0
1675990080,487546.0,10.0,0.0,0.0,49108.0,43326.0,6179.0,6812204.0
1675990085,486778.0,0.0,0.0,0.0,49241.0,39136.0,5989.0,9210134.0
1675990090,539619.0,0.0,0.0,0.0,53522.0,39608.0,6608.0,8884077.0
1675990095,509410.0,0.0,0.0,0.0,47989.0,39438.0,5910.0,11837643.0
1675990100,447118.0,0.0,0.0,0.0,47732.0,39091.0,5885.0,13558612.0
1675990105,506714.0,0.0,0.0,0.0,48285.0,35812.0,5929.0,13616781.0
1675990110,471598.0,0.0,0.0,0.0,48400.0,36872.0,6097.0,10704226.0
1675990115,389774.0,0.0,0.0,0.0,41315.0,33940.0,5167.0,6699042.0
1675990120,440889.0,0.0,0.0,0.0,45872.0,34736.0,5633.0,7478644.0
1675990125,446579.0,0.0,0.0,0.0,47802.0,37136.0,5782.0,5546052.0
1675990130,476068.0,0.0,0.0,0.0,47499.0,38206.0,5873.0,7879815.0
1675990135,390729.0,0.0,0.0,0.0,39825.0,34509.0,5063.0,5203657.0
1675990140,507238.0,0.0,0.0,0.0,48998.0,44978.0,5997.0,8958257.0
1675990145,537338.0,0.0,0.0,0.0,58363.0,39708.0,7037.0,7876479.0
1675990150,655179.0,0.0,0.0,0.0,69074.0,39714.0,8140.0,9562736.0
1675990155,764151.0,0.0,0.0,0.0,78933.0,40132.0,9234.0,11681163.0
1675990160,516885.0,0.0,0.0,0.0,57165.0,36686.0,6868.0,8384212.0
1675990165,493660.0,0.0,0.0,0.0,49141.0,37368.0,6065.0,6291328.0
