1675130520,575817.0,0.0,0.0,0.0,57698.0,51289.0,6472.0,8085640.0
1675130525,551830.0,1.0,0.0,0.0,59823.0,49867.0,6722.0,7868699.0
1675130530,570780.0,1.0,0.0,0.0,61899.0,56737.0,6960.0,7114651.0
1675130535,558615.0,0.0,0.0,0.0,58939.0,51108.0,6647.0,6493891.0
1675130540,634577.0,0.0,0.0,0.0,64938.0,65608.0,7277.0,6501269.0
1675130545,582825.0,0.0,0.0,0.0,60484.0,63091.0,6756.0,5022498.0
1675130550,514901.0,0.0,0.0,0.0,56230.0,54462.0,6326.0,5619814.0
1675130555,565575.0,0.0,0.0,0.0,57722.0,53110.0,6471.0,4742598.0
1675130560,596889.0,0.0,0.0,0.0,61883.0,51473.0,6917.0,9963733.0
1675130565,482762.0,0.0,0.0,0.0,52378.0,54662.0,5950.0,5386685.0
1675130570,602182.0,0.0,0.0,0.0,66240.0,55903.0,7489.0,6326974.0
1675130575,481013.0,0.0,0.0,0.0,50730.0,51141.0,5740.0,4807831.0
1675130580,500054.0,1.0,0.0,0.0,55322.0,50210.0,6281.0,5652138.0
1675130585,683027.0,0.0,0.0,0.0,74910.0,44780.0,8362.0,7800755.0
1675130590,736269.0,2.0,0.0,0.0,75546.0,54858.0,8428.0,7723034.0
1675130595,693086.0,0.0,0.0,0.0,72924.0,47832.0,8117.0,5370645.0
1675130600,658903.0,2.0,0.0,0.0,68345.0,50604.0,7618.0,6625506.0
1675130605,708683.0,2.0,0.0,0.0,69975.0,47067.0,7758.0,5157531.0
1675130610,614072.0,0.0,0.0,0.0,58970.0,45800.0,6548.0,5653168.0
1675130615,581759.0,0.0,0.0,0.0,63255.0,48510.0,7029.0,4737652.0
1675130620,608871.0,0.0,0.0,0.0,64116.0,43656.0,7123.0,9612513.0
1675130625,560278.0,0.0,0.0,0.0,60076.0,47156.0,6707.0,5087486.0
1675130630,454611.0,0.0,0.0,0.0,51450.0,42541.0,5841.0,4374318.0
1675130635,565244.0,0.0,0.0,0.0,62446.0,43521.0,6996.0,5399959.0
1675130640,569210.0,0.0,0.0,0.0,57996.0,51408.0,6518.0,6745685.0
1675130645,550596.0,1.0,0.0,0.0,64437.0,47599.0,7148.0,8474010.0
1675130650,572572.0,1.0,0.0,0.0,59766.0,43207.0,6693.0,7920842.0
1675130655,541612.0,0.0,0.0,0.0,58107.0,46555.0,6523.0,9558707.0
1675130660,583793.0,0.0,0.0,0.0,56934.0,41092.0,6466.0,8056337.0
1675130665,531597.0,0.0,0.0,0.0,53489.0,40549.0,6016.0,7709740.0
1675130670,479303.0,0.0,0.0,0.0,49348.0,45907.0,5597.0,9269591.0
1675130675,486388.0,0.0,0.0,0.0,51588.0,39378.0,5855.0,8980278.0
1675130680,536777.0,0.0,0.0,0.0,59818.0,44697.0,6665.0,11473551.0
1675130685,507131.0,0.0,0.0,0.0,55316.0,37950.0,6275.0,6355330.0
1675130690,541554.0,0.0,0.0,0.0,52176.0,39778.0,5917.0,7327252.0
1675130695,489579.0,0.0,0.0,0.0,52306.0,37253.0,5894.0,6399242.0
1675130700,501644.0,0.0,0.0,0.0,52870.0,42620.0,5944.0,6163743.0
1675130705,646412.0,0.0,0.0,0.0,68034.0,37580.0,7534.0,7146643.0
1675130710,904756.0,1.0,0.0,0.0,76143.0,47309.0,8547.0,8092101.0
1675130715,858681.0,6.0,0.0,0.0,70435.0,50070.0,8021.0,8948515.0
1675130720,897618.0,7.0,0.0,0.0,71526.0,52306.0,8114.0,8744033.0
1675130725,839652.0,0.0,0.0,0.0,71724.0,51374.0,8077.0,8472207.0
1675130730,716279.0,0.0,0.0,0.0,59498.0,48152.0,6751.0,8656389.0
1675130735,660987.0,0.0,0.0,0.0,62604.0,49685.0,7057.0,7414400.0
1675130740,699793.0,0.0,0.0,0.0,66037.0,47108.0,7331.0,12013827.0
1675130745,474436.0,0.0,0.0,0.0,58206.0,38397.0,6501.0,7905225.0
1675130750,536920.0,6.0,0.0,0.0,57383.0,46185.0,6458.0,6874901.0
